precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-13 P-08,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-08,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-03,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,JOSH NEIMAN,writein,3,1
MINNEAPOLIS W-11 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-01,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,writein,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-04,BRAD BOURN,JOSH NEIMAN,writein,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-08,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-03,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-03,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-09,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-10 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-01,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-08,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-10 P-05A,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-11 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-08,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,BRAD BOURN,writein,3,1
MINNEAPOLIS W-13 P-05,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-10 P-05A,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-06,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-02,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-09,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-05,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-03,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-10 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-02,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-13 P-01,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-10 P-05A,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-04,JOSH NEIMAN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-07,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-06,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-11 P-02,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-07,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-8 P-02,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-13 P-09,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-11 P-03,JOSH NEIMAN,BRAD BOURN,skipped,3,1
MINNEAPOLIS W-8 P-01,BRAD BOURN,skipped,skipped,3,1
MINNEAPOLIS W-13 P-08,BRAD BOURN,JOSH NEIMAN,skipped,3,1
MINNEAPOLIS W-8 P-06,BRAD BOURN,skipped,skipped,3,1
