precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-3 P-04,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-2 P-04,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-02,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-10,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-09,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-2 P-05,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-07,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-10,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-04,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-10,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-01,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-05,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-09,Mohamed Issa Barre,Chris Meyer,skipped,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-10,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-02,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-01,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-10,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-01,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-08,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-1 P-07,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-07,writein,skipped,skipped,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-02,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-2 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-1 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-02,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-1 P-01,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-10,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-07,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-10,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-01,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-1 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-10,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-07,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-08,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-10,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-1 P-07,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-08,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-02,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-1 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-10,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-04,Mohamed Issa Barre,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-05,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-05,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-1 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-01,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-1 P-10,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-02,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-10,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-03,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-01,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-01,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-01,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-1 P-07,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-01,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-1 P-08,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-01,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-02,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-2 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-03,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-02,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-05,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-1 P-02,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-07,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-02,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-01,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-1 P-08,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-2 P-05,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-04,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-06,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-2 P-10,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-2 P-05,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-08,Chris Meyer,Billy Menz,writein,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-02,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-2 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-1 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-03,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-03,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-10,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-04,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-04,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-04,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-08,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,Chris Meyer,writein,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-09,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-1 P-09,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-01,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-01,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-05,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,writein,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-05,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-05,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-10,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-2 P-10,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-02,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-1 P-02,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-1 P-03,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Mohamed Issa Barre,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Chris Meyer,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,Mohamed Issa Barre,Chris Meyer,4,1
MINNEAPOLIS W-3 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-3 P-06,Mohamed Issa Barre,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-2 P-06,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-2 P-06,Mohamed Issa Barre,Billy Menz,Chris Meyer,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Mohamed Issa Barre,Billy Menz,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Mohamed Issa Barre,Chris Meyer,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-06,Mohamed Issa Barre,Chris Meyer,Billy Menz,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,Mohamed Issa Barre,4,1
MINNEAPOLIS W-2 P-06,Billy Menz,skipped,skipped,4,1
MINNEAPOLIS W-2 P-06,Billy Menz,Chris Meyer,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,skipped,4,1
MINNEAPOLIS W-2 P-06,Chris Meyer,Billy Menz,skipped,4,1
