Precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
MINNEAPOLIS W-1 P-09,Billy Menz,skipped,skipped,2,1
