precinct,rank1,rank2,rank3,Num cands,Num seats
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-08,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-09,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-10,Brad Bourn,Meg Forney,Steven Jecha,5,1
13-02,Brad Bourn,Meg Forney,writein,5,1
13-09,Brad Bourn,Meg Forney,writein,5,1
08-07,Brad Bourn,Meg Forney,writein,5,1
10-04,Brad Bourn,Meg Forney,writein,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-06,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
08-07,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-04,Brad Bourn,Meg Forney,skipped,5,1
10-05,Brad Bourn,Meg Forney,skipped,5,1
10-05,Brad Bourn,Meg Forney,skipped,5,1
10-05,Brad Bourn,Meg Forney,skipped,5,1
10-05,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-06,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-07,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-08,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
10-09,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-01,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-02,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-03,Brad Bourn,Meg Forney,skipped,5,1
11-04,Brad Bourn,Meg Forney,skipped,5,1
11-04,Brad Bourn,Meg Forney,skipped,5,1
11-04,Brad Bourn,Meg Forney,skipped,5,1
11-04,Brad Bourn,Meg Forney,skipped,5,1
11-04,Brad Bourn,Meg Forney,skipped,5,1
11-04,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-01,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
13-02,Brad Bourn,Meg Forney,skipped,5,1
