Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,Num cands,Num seats
AD: 83 ED: 035,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 036,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,writein,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 80 ED: 059,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,writein,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,writein,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 80 ED: 061,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 80 ED: 059,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 036,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 029,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 035,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 029,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 086,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 036,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 035,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 085,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,writein,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 085,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 80 ED: 073,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,writein,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 80 ED: 064,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 089,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 086,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 085,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 029,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 80 ED: 057,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 80 ED: 059,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 80 ED: 061,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 035,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 085,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 035,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 086,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 034,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 80 ED: 064,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,writein,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,writein,4,1
AD: 80 ED: 059,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 035,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 036,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 029,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 033,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 027,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 031,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 036,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 028,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 026,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 030,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,writein,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,writein,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,writein,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,writein,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,writein,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,writein,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 074,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 080,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 078,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 076,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 079,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 079,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 079,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 079,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 079,,2021P2V1_ELE,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 082,,2021P2V1_ELE,Kevin Riley,skipped,skipped,skipped,4,1
