rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
"Fantini, Alfred B.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy","Gerber, Joyce C.","McGovern, Marc C.","Fantini, Alfred B.","Harding, Jr., Richard","Forster, Bill","Holland, John J.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Gerber, Joyce C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Jr., Richard","Osborne, Mervan F.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Holland, John J.","Tauber, Nancy","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Fantini, Alfred B.","Tauber, Nancy","Turkel, Alice L.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Forster, Bill","Gerber, Joyce C.","Holland, John J.",6,12
"Fantini, Alfred B.","Stead, Sr., Charles Lewis","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Forster, Bill","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.","Harding, Jr., Richard","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.","Gerber, Joyce C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","Osborne, Mervan F.","Nolan, Patricia M.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Holland, John J.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Harding, Jr., Richard","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Gerber, Joyce C.","Holland, John J.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Turkel, Alice L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Forster, Bill","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Gerber, Joyce C.","Turkel, Alice L.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Fantini, Alfred B.","Osborne, Mervan F.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Forster, Bill","Tauber, Nancy","Turkel, Alice L.","Harding, Jr., Richard","Osborne, Mervan F.","McGovern, Marc C.","Gerber, Joyce C.","Fantini, Alfred B.","Nolan, Patricia M.","Holland, John J.",skipped,6,12
"Harding, Jr., Richard","Turkel, Alice L.","Fantini, Alfred B.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.","McGovern, Marc C.","Osborne, Mervan F.","Forster, Bill","Harding, Jr., Richard","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Holland, John J.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.","Fantini, Alfred B.","McGovern, Marc C.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Gerber, Joyce C.","Holland, John J.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Fantini, Alfred B.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Fantini, Alfred B.","Turkel, Alice L.","McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Holland, John J.","Gerber, Joyce C.","Forster, Bill","Stead, Sr., Charles Lewis","Osborne, Mervan F.",6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Harding, Jr., Richard","Fantini, Alfred B.","Turkel, Alice L.","Holland, John J.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Turkel, Alice L.","Nolan, Patricia M.","Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Turkel, Alice L.","Tauber, Nancy","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Turkel, Alice L.","Nolan, Patricia M.","Tauber, Nancy","Forster, Bill","Gerber, Joyce C.","Stead, Sr., Charles Lewis","Osborne, Mervan F.",skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Osborne, Mervan F.","McGovern, Marc C.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Osborne, Mervan F.","Holland, John J.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Harding, Jr., Richard","Fantini, Alfred B.","Stead, Sr., Charles Lewis","Osborne, Mervan F.","Forster, Bill","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.","Osborne, Mervan F.","Turkel, Alice L.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Holland, John J.","Nolan, Patricia M.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Tauber, Nancy","Forster, Bill","Gerber, Joyce C.","Harding, Jr., Richard","Turkel, Alice L.",6,12
"Harding, Jr., Richard","Tauber, Nancy","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Stead, Sr., Charles Lewis","Osborne, Mervan F.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Stead, Sr., Charles Lewis","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Stead, Sr., Charles Lewis","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Forster, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Forster, Bill","Gerber, Joyce C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Holland, John J.","Nolan, Patricia M.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Tauber, Nancy",skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.","Gerber, Joyce C.","Turkel, Alice L.","Tauber, Nancy","Forster, Bill","Holland, John J.","Stead, Sr., Charles Lewis","Osborne, Mervan F.",6,12
"Osborne, Mervan F.","Harding, Jr., Richard","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.","Harding, Jr., Richard","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.","Nolan, Patricia M.","Osborne, Mervan F.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Osborne, Mervan F.","Gerber, Joyce C.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Turkel, Alice L.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy","Turkel, Alice L.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard","Osborne, Mervan F.","Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.","Harding, Jr., Richard","Gerber, Joyce C.","McGovern, Marc C.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Forster, Bill","Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.","Nolan, Patricia M.",6,12
"Fantini, Alfred B.","McGovern, Marc C.","Gerber, Joyce C.","Tauber, Nancy","Turkel, Alice L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Gerber, Joyce C.","Fantini, Alfred B.","Turkel, Alice L.","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Osborne, Mervan F.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Osborne, Mervan F.","Stead, Sr., Charles Lewis","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Nolan, Patricia M.","Holland, John J.","Tauber, Nancy","Turkel, Alice L.","Fantini, Alfred B.","Harding, Jr., Richard","Gerber, Joyce C.","Forster, Bill","Stead, Sr., Charles Lewis","Osborne, Mervan F.",6,12
"Nolan, Patricia M.","Harding, Jr., Richard","Osborne, Mervan F.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Turkel, Alice L.","McGovern, Marc C.","Fantini, Alfred B.","Gerber, Joyce C.",skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Holland, John J.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Tauber, Nancy","Turkel, Alice L.","Harding, Jr., Richard","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,6,12
"Osborne, Mervan F.","Nolan, Patricia M.","Fantini, Alfred B.","Holland, John J.","Forster, Bill","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Stead, Sr., Charles Lewis",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Holland, John J.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Harding, Jr., Richard","Nolan, Patricia M.","Osborne, Mervan F.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Nolan, Patricia M.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"McGovern, Marc C.","Osborne, Mervan F.","Gerber, Joyce C.","Forster, Bill","Fantini, Alfred B.","Harding, Jr., Richard","Holland, John J.","Nolan, Patricia M.","Stead, Sr., Charles Lewis","Tauber, Nancy","Turkel, Alice L.",6,12
"McGovern, Marc C.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard","McGovern, Marc C.","Nolan, Patricia M.","Holland, John J.","Tauber, Nancy","Turkel, Alice L.",skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
"Holland, John J.","Fantini, Alfred B.","Turkel, Alice L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,6,12
